Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,Colwood - Exchange Park and Ride,1 Ocean Blvd,,Colwood,BC,V8B 0C3,,866-338-3369,E,,Public,24 hours daily,,,,,,,2,,Non-Networked,,GPS,48.444809,-123.466932,2020-07-13,163554,2021-06-30 20:49:39 UTC,T,,,2015-11-01,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,PARKING_LOT,,,,,,,Free,Gratuit,,,,,,,,,
ELEC,EV ARC SHANDON,16261 CA-46,,Shandon,CA,93461,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.675115,-120.346632,2022-02-10,163597,2022-02-10 00:29:59 UTC,,,,2020-06-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Glendale City Hall - Isabel St,120 N Isabel,,Glendale,CA,91206,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,GPS,34.146957,-118.248668,2022-02-10,163619,2022-02-10 01:22:06 UTC,,,,2020-06-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BGE - Ascend One,8930 Stanford Blvd,,Columbia,MD,21045,,855-900-7584,E,,Public,24 hours daily,,,,,,6,4,,Greenlots,http://greenlots.com/,200-9,39.192752,-76.817224,2022-02-10,163621,2022-02-10 01:22:06 UTC,,,,2020-06-25,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Waterloo Hy-Vee,1422 Flammang Drive,,Waterloo,IA,50702,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,200-9,42.458264,-92.327555,2022-02-10,163622,2022-02-10 01:22:06 UTC,,,,2020-06-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 5968 - Georgia Ave, DC",5929 Georgia Ave NW,,Washington,DC,20011,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,38.961475,-77.026786,2022-02-10,163628,2022-02-10 01:24:37 UTC,,,,2020-06-25,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,DC CORRIDOR CHOW SHELL DC1,105 Chowchilla Bvd,,Chowchilla,CA,93610,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.125443,-120.256979,2022-02-10,163636,2022-02-10 00:29:59 UTC,,,,2020-06-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Georgia Visitor Info Center,"Interstate 85 North, GA/AL State Line",,West Point,GA,31833,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,Greenlots,http://greenlots.com/,GPS,32.859535,-85.17225,2022-02-10,163650,2022-02-10 01:22:06 UTC,,,,2020-06-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BGE-HCLS Glenwood,2350 Roxbury Mills Rd,,Columbia,MD,21723,,855-900-7584,E,,Public,24 hours daily,,,,,,6,2,,Greenlots,http://greenlots.com/,GPS,39.304585,-77.020761,2022-02-10,163651,2022-02-10 01:22:06 UTC,,,,2020-06-26,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Ohlone College - Newark Campus,39399 Cherry Street,"LOT C - No overnight parking or 
charging.
",Newark,CA,94560,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,5,2,,Blink Network,http://www.blinkcharging.com/,GPS,37.516369,-122.003878,2022-02-09,163656,2022-02-09 22:55:12 UTC,,,,2020-06-27,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.59 per kWh,,,,,,,,,,
ELEC,TOWN OF JACKSON GARAGE DC #1,175 S Glenwood St,,Jackson,WY,83001,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.477823,-110.764262,2022-02-10,163677,2022-02-10 00:29:59 UTC,,,,2020-06-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 1181 (Marietta, GA)",1785 Cobb Pkwy S,,Marietta,GA,30060,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.909112,-84.488875,2022-02-10,163678,2022-02-10 01:24:37 UTC,,,,2020-06-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,NSVW CHARGERS FAST CHARGER,851 Great Northern Rd,,Sault Ste. Marie,ON,P6A 5K7,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,46.552036,-84.319537,2022-02-10,163716,2022-02-10 00:29:59 UTC,,,,2020-06-30,,,,,J1772COMBO,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BGE-Finksburg Library,2265 Old Westminster Pike,,Finksburg,MD,21048,,855-900-7584,E,,Public,24 hours daily,,,,,,4,1,,Greenlots,http://greenlots.com/,200-9,39.517941,-76.917107,2022-02-10,163719,2022-02-10 01:22:06 UTC,,,,2020-06-30,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Maplefields at St. Albans,555 Fairfax Rd,,St. Albans,VT,05478,,802-527-9932,E,,Public - Credit card at all times,24 hours daily,,,,,,,6,,Non-Networked,,200-9,44.797119,-73.072067,2020-07-13,163720,2021-03-11 23:22:17 UTC,P,,,2020-03-31,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CONVENIENCE_STORE,,,,,,,In-store: $5 initial fee + $0.25 per minute; At pump: $12.50 per 30 minute session,,,,,,,,,,
ELEC,MSTC EV CHARGER CHARGEPOINT 1,52701 CA-371,,Anza,CA,92539,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.540782,-116.740683,2022-02-10,163725,2022-02-10 00:29:59 UTC,,,,2020-07-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,GCEA EV STATION DCFC CB FIRE,306 Maroon Ave,,Crested Butte,CO,81224,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.870388,-106.98525,2022-02-10,163729,2022-02-10 00:29:59 UTC,,,,2020-07-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,GCEA EV STATION DCFC LAKE CITY,100 Bluff St,,Lake City,CO,81235,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.026382,-107.319733,2022-02-10,163730,2022-02-10 00:29:59 UTC,,,,2020-07-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,FPL EVOLUTION FORTDRUM 2,184 Florida's Turnpike,,Okeechobee,FL,34972,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.600759,-80.82271,2022-02-10,163731,2022-02-10 00:29:59 UTC,,,,2020-07-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Spotsylvania Towne Center (Spotsylvania, VA)",137 Spotsylvania Mall Dr,,Fredericksburg,VA,22407,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.293961,-77.51235,2022-02-10,163740,2022-02-10 01:24:37 UTC,,,,2020-07-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Buena Park Downtown,8191-8371 La Palma Ave,,Buena Park,CA,90620,,949-945-2000,E,,Public - Credit card at all times,24 hours daily,CFN Debit M V,,,,,,8,,Non-Networked,,200-9,33.84785,-117.990308,2020-07-13,163743,2021-03-11 23:22:17 UTC,P,,,2020-05-01,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,
ELEC,DC CORRIDOR LOS BANOS DC2,1458 Mercey Springs Rd,,Los Banos,CA,93635,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.05529,-120.835156,2022-02-10,163800,2022-02-10 00:29:59 UTC,,,,2020-07-02,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,1ST CAPITAL HD DCFAST HOG,190 Arsenal Rd,,York,PA,17404,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.98291,-76.732834,2022-02-10,163832,2022-02-10 00:29:59 UTC,,,,2020-07-03,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Avoca Caseys,1019 N Chestnut St.,,Avoca,IA,51521,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,200-9,41.485588,-95.335864,2022-02-10,163833,2022-02-10 01:22:06 UTC,,,,2020-07-03,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Tilbury,37 Mill St E,,Tilbury,ON,N0P 2L0,,833-231-3226,E,,Public,24 hours daily,,,,,,,4,,Electrify Canada,https://www.electrify-canada.ca/,GPS,42.264597,-82.425692,2022-02-10,163834,2022-02-10 01:26:34 UTC,,,,2020-07-03,,,,,CHADEMO J1772COMBO,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Minnesota Motor Co,1108 Pebble Lake Rd,,Fergus Falls,MN,56537,,877-300-7551,E,,Public,Dealership business hours,,,,,,,1,,Non-Networked,,GPS,46.272278,-96.057642,2020-07-13,163857,2021-03-11 23:22:17 UTC,P,,,2020-06-26,,,,,J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,
ELEC,Mankato Area Foundation,117 S 2nd St,,Mankato,MN,56001,,507-389-4583,E,,Public,24 hours daily,,,,,,,2,,Non-Networked,,GPS,44.166241,-94.001677,2020-07-13,163858,2021-03-11 23:22:17 UTC,P,,,2020-06-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,
ELEC,House Chevrolet,410 S Main St,,Stewartville,MN,55976,,866-708-6686,E,,Public,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,43.851496,-92.487842,2020-07-13,163859,2021-03-11 23:22:17 UTC,P,,,2020-06-26,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,
ELEC,Beltrami Electric Coop,4111 Technology Dr NW,,Bemidji,MN,56601,,218-444-2540,E,,Public,24 hours daily,,,,,,2,2,,Non-Networked,,GPS,47.507079,-94.909183,2020-07-13,163860,2021-03-11 23:22:17 UTC,P,,,2020-06-26,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,UTILITY,,,,,,,,,,,,,,,,,
ELEC,Keyes Chevrolet,303 Oak Ave,,Menomonie,WI,54751,,877-249-6090,E,,Public,Dealership business hours,,,,,,,1,,Non-Networked,,GPS,44.904179,-91.929467,2021-10-12,163861,2021-10-12 12:58:36 UTC,P,,,2020-06-26,,,,,J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,
ELEC,Williams Chevrolet,2600 US 31 S,,Traverse City,MI,49684,,231-668-9150,E,,Public,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,44.726283,-85.644796,2020-07-13,163862,2021-03-11 23:22:17 UTC,P,,,2020-06-26,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,
ELEC,Meijer - Jule Energy,850 Brown Rd,,Auburn Hills,MI,48326,,855-567-5853,E,,Public,24 hours daily,,,,,,2,4,,Non-Networked,,GPS,42.707012,-83.288994,2020-07-13,163863,2021-03-11 23:22:17 UTC,P,,,2020-06-26,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,
ELEC,McGrath Chevrolet of Dubuque,3255 University Ave,,Dubuque,IA,52001,,563-275-3768,E,,Public,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,42.493954,-90.714196,2020-07-13,163864,2021-03-11 23:22:17 UTC,P,,,2020-06-26,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,
ELEC,McGrath Chevyland,1600 51st St NE,,Cedar Rapids,IA,52402,,319-774-5814,E,,Public,Dealership business hours,,,,,,,1,,Non-Networked,,GPS,42.030435,-91.660608,2020-07-13,163865,2021-03-11 23:22:17 UTC,P,,,2020-06-26,,,,,J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,
ELEC,Bob Brown Chevrolet,3600 111th St,,Urbandale,IA,50322,,877-234-8841,E,,Public,Dealership business hours,,,,,,,1,,Non-Networked,,GPS,41.626694,-93.772971,2020-07-13,163866,2021-03-11 23:22:17 UTC,P,,,2020-06-26,,,,,J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,
ELEC,MGM Wine & Spirits,1755 Commerce Dr,,North Mankato,MN,56003,,888-792-3626,E,,Public,24 hours daily,,,,,,,2,,Non-Networked,,GPS,44.178722,-94.038214,2020-07-13,163867,2021-03-11 23:22:17 UTC,P,,,2020-06-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,
ELEC,Holiday Inn Express - Tesla Supercharger,1919 North Merrill Avenue,,Glendive,MT,59330,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,47.127037,-104.694466,2021-10-11,163872,2021-11-04 18:37:47 UTC,P,,,2020-06-26,,,,,TESLA,US,,,,Public,,public,,,INN,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Meijer - Tesla Supercharger,3800 Vollmer Road,,Flossmoor,IL,60422,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,41.529301,-87.709496,2021-10-11,163873,2021-11-04 18:37:47 UTC,P,,,2020-06-26,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Pinehurst Square - Tesla Supercharger,999 West Century Avenue,,Bismarck,ND,58503,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,46.832967,-100.807173,2021-10-11,163874,2021-11-04 18:37:47 UTC,P,,,2020-06-26,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Wawa - Tesla Supercharger,909 Route 33,,Freehold,NJ,07728,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.238574,-74.227693,2021-10-11,163875,2021-11-04 18:37:47 UTC,P,,,2020-06-26,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Irving Oil - Tesla Supercharger,211 Mayville Road,,Bethel,ME,04217,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,GPS,44.424704,-70.797054,2021-10-11,163876,2021-11-04 18:37:47 UTC,P,,,2020-06-26,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Sheetz - Tesla Supercharger,2016 S Main Street,,Farmville,VA,23901,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,37.271757,-78.401649,2021-10-11,163877,2021-11-04 18:37:47 UTC,P,,,2020-06-26,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Reston Station - Tesla Supercharger,1886 Metro Center Drive,,Reston,VA,20190,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,38.948668,-77.339832,2021-10-11,163878,2021-11-04 18:37:47 UTC,P,,,2020-06-26,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Jelly Belly,1 Jelly Belly Ln,,Fairfield,CA,94533,,866-816-7584,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,4,,EV Connect,http://evconnect.com/,GPS,38.238356,-122.078738,2020-07-13,163948,2021-03-11 23:22:17 UTC,P,,,2020-06-26,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OFFICE_BLDG,,,,,,,,,,,,,,,,,
ELEC,Denny’s Delano,14390 County Line Rd,,Delano,CA,93215,,866-816-7584,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,4,,EV Connect,http://evconnect.com/,GPS,35.790725,-119.249938,2020-07-13,163954,2021-03-11 23:22:17 UTC,P,,,2020-06-26,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,RESTAURANT,,,,,,,,,,,,,,,,,
ELEC,B&H Construction - OKC,1647 Exchange Ave,,Oklahoma City,OK,73108,,866-816-7584,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,2,,EV Connect,http://evconnect.com/,GPS,35.455127,-97.543673,2021-11-04,163966,2021-12-06 18:36:15 UTC,P,,,2020-06-26,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OFFICE_BLDG,,,,,,,,,,,,,,,,,
ELEC,Barlow Respiratory Hospital,2000 Stadium Way,,Los Angeles,CA,90026,,866-300-3827,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,4,,EVCS,https://evcs.com,GPS,34.074638,-118.247709,2022-01-10,163983,2022-01-10 14:12:23 UTC,P,,,2020-06-26,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOSPITAL,,,,,,,,,,,,,,,,,
ELEC,Royal Farms - Tesla Supercharger,5360 Nottingham Drive,,White Marsh,MD,21162,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,39.373861,-76.443119,2021-10-11,163996,2021-11-04 18:37:47 UTC,P,,,2020-07-02,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Super1 Foods - Tesla Supercharger,3120 Queen Anne Street,,Helena,MT,59602,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,46.618175,-112.007589,2021-10-11,163997,2021-11-04 18:37:47 UTC,P,,,2020-07-02,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Great Falls Hampton Inn - Tesla Supercharger,2301 14th St SW,,Great Falls,MT,59404,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,47.482637,-111.337856,2021-10-11,163998,2021-11-04 18:37:47 UTC,P,,,2020-07-02,,,,,TESLA,US,,,,Public,,public,,,INN,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Big Sky Town Center - Tesla Supercharger,25 Town Center Avenue,,Big Sky,MT,59716,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,45.260742,-111.306047,2021-10-11,163999,2021-11-04 18:37:47 UTC,P,,,2020-07-02,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Meijer - Tesla Supercharger,4100 Towne Center Drive,,Louisville,KY,40241,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,38.299305,-85.555731,2021-10-11,164000,2021-11-04 18:37:47 UTC,P,,,2020-07-02,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Hat Six Travel Center - Tesla Supercharger,6985 Nugget Street,,Evansville,WY,82636,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,42.84672,-106.21456,2021-10-11,164001,2021-11-04 18:37:47 UTC,P,,,2020-07-02,,,,,TESLA,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,San Gorgonio Village - Tesla Supercharger,1540 E. 2nd Street,,Beaumont,CA,92223,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,20,,Tesla,https://www.tesla.com/supercharger,GPS,33.9228,-116.9519,2021-10-11,164002,2021-11-04 18:37:47 UTC,P,,,2020-07-02,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Cold Springs Station,52300 Austin Hwy,,Fallon,NV,89406,,866-816-7584,E,,Public,24 hours daily,,,,,,2,4,,EV Connect,http://evconnect.com/,GPS,39.414325,-117.840818,2020-07-13,164016,2021-03-11 23:22:17 UTC,P,,,2020-07-02,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,OTHER_ENTERTAINMENT,,,,,,,,,,,,,,,,,
ELEC,Champs - Chevron,30 Main St,,Austin,NV,89310,,866-816-7584,E,,Public,24 hours daily,,,,,,2,4,,EV Connect,http://evconnect.com/,GPS,39.491226,-117.069856,2020-07-13,164017,2021-03-11 23:22:17 UTC,P,,,2020-07-02,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,
ELEC,LUMIERE PLACE LUMIERESTL DC2,999 N 2nd St,,St. Louis,MO,63102,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.633842,-90.182891,2022-02-10,164027,2022-02-10 00:29:59 UTC,,,,2020-07-07,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BUCYRUS BUCYRUS-MAIN,117 Washington Square,,Bucyrus,OH,44820,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.808304,-82.974583,2022-02-10,164032,2022-02-10 00:29:59 UTC,,,,2020-07-07,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,HELCO-Puna Kai Shopping Center,15-2714 Pahoa Village Rd,,Pahoa,HI,96778,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,GPS,19.502518,-154.956325,2022-02-10,164037,2022-02-10 01:22:06 UTC,,,,2020-07-07,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,DC CORRIDOR KYBURZ LODGE DC,17510 US-50,,Kyburz,CA,95735,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.796086,-120.146207,2022-02-10,164041,2022-02-10 00:29:59 UTC,,,,2020-07-08,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Medicine Hat College - Cultural Centre,Cultural Centre - 299 College Drive SE,,Medicine Hat,AB,T1A 3Y6,,888-356-8911,E,,Public,24 hours daily,,,,,,,1,,FLO,https://flo.ca/,GPS,50.014339,-110.684147,2022-02-10,164059,2022-02-10 01:26:45 UTC,,,,2020-07-08,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,DC CORRIDOR TRUCKEE DC2,10069 Church St,,Truckee,CA,96161,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.328884,-120.18252,2022-02-10,164062,2022-02-10 00:29:59 UTC,,,,2020-07-09,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,ENERBASE VEC,US-83,,Minot,ND,58703,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.285976,-101.294424,2022-02-10,164078,2022-02-10 00:29:59 UTC,,,,2020-07-09,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
